,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
519,4120,2013-2013-walker-001,Walker v. Wegener,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5B7G-YK91-F04C-V2MG-00000-00&context=1516831&sourcegroupingtype=G,2013 U.S. Dist. LEXIS 182584,Civil Action No. 11-cv-03238-RM-KMT,11-03238,none,U.S. Federal,United States District Court for the District of Colorado,6/14/13,samuel m. walker%diane h. walker,individual,fred wegener%bobby priestly%cindy hardey%rebecca bramlett%amy franck%juan gallegos%dept sgt brown%park county commissioners,individual%local,kathleen m. tafoya,defendant,none,none,colorado,mbta%esa,husky dog,challenge search and seizure,fauna,husky sled dogs,0,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,kathleen m. tafoya,kathleen,m.,tafoya,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
49,365,2011-2011-united-015,United States v. Slay,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60BN-F1P1-DXPM-S32B-00000-00&context=1516831&sourcegroupingtype=G,2011 U.S. Dist. LEXIS 173501,CIVIL ACTION NO. 1:11-CV-263 (RC/KFG),11-00263,none,U.S. Federal,"United States District Court for the Eastern District of Texas, Beaumont Division",10/18/11,united states of america,fed,"chester l. slay, jr.%mcgee family trust%odessa family trust%peckham family trust%kaiser family trust%louis family trust%texas family trust",individual%other,keith f. giblin,defendant,none,none,texas,cercla,none,recover costs,hazardous substances,superfund site,0,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,keith f. giblin,keith,f.,giblin,f,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
485,3821,2012-2012-united-021,United States v. Slay,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60BN-F1P1-DXPM-S32P-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 206622,CIVIL ACTION NO. 1:11-CV-263 (RC/KFG),11-00263,none,U.S. Federal,"United States District Court for the Eastern District of Texas, Beaumont Division",9/13/12,united states,fed,"chester l. slay, jr.%texas family trust%david j durrett%golden triangle maritime llc%nbr maritime i llc%kaiser family trust%lewie byers%odessa family trust%louis family trust%new birmingham resources llc",individual%industry%other,keith f. giblin,defendant,none,epa,texas,cercla,none,recover clean-up costs,water%marina,environmental damages,0,no,0,none,0,none,0,no,0,none,0,none,1,none,Landscapes%Landscapes,Marine%Freshwater,waste & pollution,Flora/Fauna/Ecosystems,keith f. giblin,keith,f.,giblin,f,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
634,5190,2011-2011-united-013,United States v. Slay,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60BN-F1P1-DXPM-S31Y-00000-00&context=1516831&sourcegroupingtype=G,2011 U.S. Dist. LEXIS 173500,CIVIL ACTION NO. 1:11-CV-263 (RC/KFG),11-00263,none,U.S. Federal,"United States District Court for the Eastern District of Texas, Beaumont Division",10/18/11,united states of america,fed,chester l. slay jr%chambers trust%nbr maritime ii llc%texas family trust%odessa family trust%louis family trust%peckham family trust%mcgee family trust%kaiser family trust%union texas limited partnership%stewart title,individual%industry,keith f. giblin,defendant,motion was unopposed,epa,texas,cercla,none,recover clean up costs,toxic waste%land%water,costs of environmental clean-up,0,yes,0,none,0,none,0,no,0,none,0,none,1,none,Landscapes%Landscapes%Anthropogenic,Landscapes%Freshwater%Hazardous Substance,waste & pollution,Cost and Liability,keith f. giblin,keith,f.,giblin,f,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
21,166,2017-2017-richar-001,Richards v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5N92-R6F1-F04C-T4RN-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 54771,Case Nos. EDCV 16-2069-DMG (KK),16-02069,none,U.S. Federal,United States District Court for the Central District of California,2/2/17,robert richards%olga richards,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,aquifer remediation,drinking water,aquifer,0,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,conservation,Flora/Fauna/Ecosystems,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
105,779,2017-2017-ramire-001,Ramirez v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MW4-55M1-F04C-T1BJ-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 20149,EDCV 16-0680-DMG-KK,16-00680,none,U.S. Federal,United States District Court for the Central District of California,2/13/17,john ramirez%marta ramirez,individual,pacific gas and electric company,industry,kenly kiya kato,plaintiff,none,none,california,sdwa,none,seek damages%stop pollution,groundwater,poisoning private well water,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
132,1030,2016-2016-riebel-001,Riebeling v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCH-V0P1-F04C-T4H4-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101283,Case No. CV 16-2312-GHK (KK),16-02312,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,adolfo riebeling%marina reibeling,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,seek damages,clean water%aquifer,poisoned drinking water,0,yes,8,descrimination%equal protection%protected class,0,none,1,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
140,1087,2016-2016-nether-001,Nethery v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCH-V0P1-F04C-T4HY-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101316,Case No. EDCV 16-653-GHK (KK),16-00653,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,herbert nethery%yvonne kirkpatrick,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,seek damages,groundwater,contaminated ground water,0,yes,0,none,0,none,1,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
152,1197,2017-2017-miller-001,Miller v. Pac. Gas & Elec. Co. PG & E,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MVG-K5R1-F04C-T11S-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 19506,EDCV 16-697-DMG-KK,16-00697,none,U.S. Federal,United States District Court for the Central District of California,2/10/17,robert miller,individual,pacific gas and electric pg and e,industry,kenly kiya kato,plaintiff,none,none,california,sdwa,none,stop pollution%seek damages,groundwater,contaminated aquifers,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
212,1694,2018-2018-urbina-001,Urbina v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TC4-SJ01-JP9P-G1D7-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 166828,Case No. CV 16-2699-DMG (KK),16-02699,none,U.S. Federal,United States District Court for the Central District of California,6/25/18,oscar urbina,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,stop pollution,aquifer,contamination,0,yes,0,none,11,"lynette brown, personal physician, none%kimberly blowney, none, none",34,no,0,none,0,none,0,both experts dismissed for lack of qualification and relevance for plaintiff,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
283,2216,2016-2016-aurang-001,Aurang Zaib Khan v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCJ-1B61-F04C-T4NF-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101351,Case No. EDCV 16-1060-GHK (KK),16-01060,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,aurang zaib khan,individual,pacific gas company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,protect aquifer,aquifer,aquifer contamination,0,yes,equal protection%discrimination%protected class,8,0,none,1,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
326,2524,2018-2018-brownx-002,Brown v. PG&E,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TJG-7G01-F27X-64MM-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 181112,Case No. EDCV 16-1067-DMG (KK),16-01067,none,U.S. Federal,United States District Court for the Central District of California,6/25/18,lynette brown%martin garza,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,seek damages,aquifer,poisoning of potable water,0,yes,0,none,11,"dr. jay greenstein, none, none%ms. blowney, none, none",37,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
407,3197,2017-2017-courtn-001,Courtney v. PG&E,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MW4-55M1-F04C-T1BP-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 20148,EDCV 16-693-DMG-KK,16-00693,none,U.S. Federal,United States District Court for the Central District of California,2/13/17,clell courtney%hennie courtney,individual,pacific gas and electric company,industry,kenly kiya kato,plaintiff,none,none,california,sdwa,none,show civil rights violation,groundwater%toxic waste disposal,contaminated drinking water,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
453,3539,2018-2018-vinson-001,Vinson v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TC5-5M41-FGRY-B2XG-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 166968,Case No. SACV 16-514-DMG (KK),16-00514,none,U.S. Federal,United States District Court for the Central District of California,6/25/18,barbara a. vinson,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,recover damages,drinking water%hazardous substances,aquifer contaimination,0,no,0,none,11,"shirley holcroft, none, none%kimberly blowney, none, none",35,no,0,none,0,none,0,plaintiff's witnesses dismissed as inadmissible law opinion,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
462,3606,2016-2016-vinson-002,Vinson v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCJ-1B61-F04C-T4NS-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101355,Case No. SACV 16-514-GHK (KK),16-00514,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,barbara a. vinson,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,court dismisses fac with leave to amend and specific formatting instructions and advice,none,california,sdwa,none,recover damages,drinking water%hazardous substances,aquifer contamination,0,no,5,equal protection%discrimination%protected class,0,none,1,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
474,3696,2018-2018-miller-002,Miller v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TC5-0861-K0HK-2077-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 166929,Case No. EDCV 16-697-DMG (KK),16-00697,none,U.S. Federal,United States District Court for the Central District of California,6/25/18,robert miller%donna learmont,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,prove liability%stop water pollution,drinking water%toxic waste disposal%ground water,contaminated water source,0,yes,0,none,11,none,36,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
490,3869,2016-2016-halste-001,Halstead v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCH-XNV1-F04C-T4M7-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101347,Case No. EDCV 16-696-GHK (KK),16-00696,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,norman halstead,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,violations of water posioning,clean water,arsenic and uranium,0,yes,6,equal protection%protected class%discrimination,0,none,1,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
505,4021,2018-2018-riebel-001,Riebeling v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TC4-SJ01-JP9P-G1CR-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 166811,Case No. CV 16-2312-DMG (KK),16-02312,none,U.S. Federal,United States District Court for the Central District of California,6/25/18,adolfo riebeling%marina riebeling,individual,pacific gas and electric company pg and e,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,poisioning water,clean water,arsenic,0,yes,2,fourteenth amendment,10,"dr. manar d. shan, physician, none%dr. claire koga hitasuma, physician, none",35,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
